@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
4896,'2019/09/24 11:31:24:639',47,342.55719,85.862152,28.857132,395.830444,68.7659,40.518375,436.121002,63.342926,42.946598,486.343628,63.73587,42.61227,520.282654,63.670868,37.672592,3
4897,'2019/09/24 11:31:24:689',47,342.876251,85.289459,28.940659,396.515442,68.815948,40.49791,436.663391,61.953522,42.885845,486.506317,62.834534,42.651905,520.643066,62.775208,37.678715,3
4898,'2019/09/24 11:31:24:739',47,342.937317,85.095581,28.987654,396.986176,69.084778,40.522034,436.955627,62.118317,42.891468,486.622559,63.065552,42.714653,520.810364,62.818481,37.718941,3
4899,'2019/09/24 11:31:24:791',47,343.126984,85.958679,29.181795,397.623291,70.384918,40.738533,437.648621,63.650757,43.116604,486.9216,64.750336,42.944412,521.094421,63.774231,37.905922,3
4900,'2019/09/24 11:31:24:839',47,342.859283,86.921021,29.398405,397.640961,71.590149,41.099487,437.904114,66.05661,43.465523,487.098938,66.920288,43.317513,520.85498,64.884674,38.237507,3
4901,'2019/09/24 11:31:24:890',47,341.83725,87.617523,29.902462,396.155884,72.252655,41.640686,436.476624,66.755829,44.001305,485.543457,67.678436,43.93573,519.433716,65.807251,38.875835,3
4902,'2019/09/24 11:31:24:939',47,340.393768,87.865082,30.857435,394.762756,73.093475,42.634163,435.397797,67.497498,45.020882,483.843628,69.095886,45.007801,518.173035,67.006531,39.954384,3
4903,'2019/09/24 11:31:24:991',47,339.993134,88.121368,32.307873,393.723083,73.440674,44.050903,435.056854,67.874756,46.525322,481.778931,73.115784,46.618782,517.53656,69.114868,41.636269,3
4904,'2019/09/24 11:31:25:040',47,341.50827,89.84848,34.464722,393.508392,74.968414,46.109009,436.444946,68.354523,48.702419,480.81723,79.188965,48.914696,517.457642,74.091858,44.093685,3
4905,'2019/09/24 11:31:25:090',47,343.230011,93.120941,37.153381,395.536041,81.534485,48.885284,438.628387,73.854889,51.636501,488.677979,75.981232,51.772827,519.161987,78.385712,46.872196,3
4906,'2019/09/24 11:31:25:141',47,345.204926,94.0896,39.754578,397.612793,84.437378,51.460545,439.117035,77.545166,54.175091,490.904572,74.394928,54.479446,521.491943,78.87912,49.549309,3
4907,'2019/09/24 11:31:25:193',47,346.890015,91.517059,41.909523,397.058075,82.687439,53.269958,436.316315,76.175354,56.097561,489.590332,67.020996,56.63834,524.869141,74.8992,51.919319,3
4908,'2019/09/24 11:31:25:241',47,349.054199,89.467041,45.467575,400.821228,82.281006,56.238182,437.630554,74.887299,59.020416,493.046906,60.07843,59.570923,532.344238,69.228638,54.864651,3
4909,'2019/09/24 11:31:25:290',47,349.479614,90.446442,48.757542,404.526367,84.786591,59.429028,440.192719,76.635193,62.009499,496.255341,56.79245,62.271309,536.598206,66.994049,57.500374,3
4910,'2019/09/24 11:31:25:342',47,347.758942,87.774048,50.717865,404.622894,83.271179,61.826782,439.784363,75.281769,64.309433,495.742706,53.877289,64.495384,536.27887,63.800079,59.710224,3
4911,'2019/09/24 11:31:25:390',47,344.645782,84.578033,52.99403,403.207336,80.422668,64.34021,438.672668,72.785431,66.743454,496.288239,51.410797,66.878143,534.926086,60.511658,62.008583,3
4912,'2019/09/24 11:31:25:442',47,341.451538,83.329041,55.147755,400.95459,78.085052,66.6166,437.486267,73.059418,68.872398,493.973663,52.625732,69.078476,533.385925,60.337952,64.06498,3
4913,'2019/09/24 11:31:25:492',47,337.11377,83.509949,56.713295,395.921173,77.474121,68.255447,432.516205,74.417114,70.395515,487.688812,51.906586,70.873871,529.416382,60.036743,65.914635,3
4914,'2019/09/24 11:31:25:542',47,333.435791,83.111908,58.298187,393.376251,77.621002,69.683365,429.887207,75.968842,71.721878,486.365356,51.444,72.329819,527.418213,60.151733,67.365471,3
4915,'2019/09/24 11:31:25:591',47,330.321533,84.81366,59.026611,389.988098,80.684296,70.244957,426.200867,77.400848,72.503189,483.40033,52.062195,73.181793,524.727966,60.865906,68.270447,3
4916,'2019/09/24 11:31:25:644',47,327.032257,84.756866,59.597694,385.062653,81.152374,70.913307,421.091888,77.729675,73.283318,478.200897,54.176178,74.159027,520.705933,61.820374,69.286781,3
4917,'2019/09/24 11:31:25:693',47,324.707397,84.920685,60.107197,382.771332,81.748352,71.32209,418.315186,77.285889,73.759293,472.098633,52.765411,74.654907,518.269836,60.936462,69.847031,3
4918,'2019/09/24 11:31:25:741',47,324.046204,86.14502,60.092136,382.843964,84.1987,71.140434,417.888885,79.892761,73.556137,470.489746,54.543732,74.617538,518.340515,62.316986,69.759171,3
4919,'2019/09/24 11:31:25:792',47,323.583374,87.606873,60.009972,383.251251,87.199005,70.748482,417.656464,81.699371,73.217499,469.867615,56.138184,74.386772,518.208496,63.313873,69.474121,3
4920,'2019/09/24 11:31:25:842',47,324.448792,90.542816,59.668129,383.053314,89.417084,70.106659,416.974213,84.521637,72.500198,473.226837,58.847778,73.939468,518.437256,66.308258,69.065216,3
4921,'2019/09/24 11:31:25:892',47,326.196594,92.16571,59.555939,385.822693,91.413422,69.723801,419.837006,86.070007,72.1754,478.219086,60.757599,73.604233,521.563782,68.495148,68.695778,3
4922,'2019/09/24 11:31:25:942',47,328.597656,97.113281,59.035244,389.084473,99.084045,69.142616,423.027161,94.159119,71.610626,482.015198,68.347198,73.29287,524.791382,76.049408,68.366898,3
4923,'2019/09/24 11:31:25:993',47,330.463379,104.173615,58.668446,390.530212,106.8508,68.719391,424.478485,102.076233,71.199142,483.96756,77.185974,72.978271,526.468201,84.289032,68.057327,3
4924,'2019/09/24 11:31:26:045',47,333.129333,119.392548,58.589821,395.56427,122.188995,68.411316,431.032227,118.396332,70.760048,490.319092,94.555023,72.505623,530.34082,100.863586,67.375534,3
4925,'2019/09/24 11:31:26:093',47,334.439331,133.845856,57.559799,395.264954,135.531464,67.594803,432.252869,131.708099,70.002731,490.199707,110.806213,71.785538,529.235413,115.305237,66.679626,3
4926,'2019/09/24 11:31:26:142',47,334.228088,150.304047,56.739208,394.138916,151.941528,67.058655,432.091614,148.645966,69.471848,488.619812,128.369934,71.341209,527.821655,132.102997,66.246696,3
4927,'2019/09/24 11:31:26:192',47,335.298401,161.88739,56.474312,395.312775,164.563507,66.909035,434.364075,161.310364,69.352478,490.256775,142.631775,71.125076,529.481567,145.702606,65.96563,3
4928,'2019/09/24 11:31:26:242',47,336.285553,175.017487,56.345924,397.951782,178.581146,66.923363,438.027039,174.593506,69.358475,493.592651,157.202301,70.890495,531.379639,159.452362,65.644218,3
4929,'2019/09/24 11:31:26:294',47,336.788452,186.668365,55.730347,398.090637,190.768127,66.467567,438.863586,187.6651,68.809715,492.908234,171.179382,70.376045,531.569824,172.270752,65.129623,3
4930,'2019/09/24 11:31:26:343',47,337.220154,200.44043,54.781715,397.799469,205.336426,65.761147,439.499573,202.314117,68.121582,491.716248,187.802185,69.631546,530.638123,188.272522,64.410492,3
4931,'2019/09/24 11:31:26:392',47,337.738037,213.299286,53.991165,397.810425,218.708099,65.27359,440.985718,214.207184,67.814369,490.965851,203.018341,69.022026,529.931091,202.415985,63.823372,3
4932,'2019/09/24 11:31:26:443',47,340.051697,227.417328,53.050426,399.116119,233.67453,64.805916,443.405029,229.998322,67.241272,491.697479,221.364441,68.324043,531.162476,219.175354,63.20607,3
4933,'2019/09/24 11:31:26:493',47,343.747467,242.106323,52.333939,402.649902,249.945435,64.374001,447.967743,246.737991,66.758202,495.610138,239.139771,67.725342,534.623901,236.656586,62.600739,3
4934,'2019/09/24 11:31:26:544',47,346.191284,254.439499,51.796459,404.436401,263.923096,63.969196,450.530823,261.400269,66.383163,497.286377,255.326752,67.227638,536.797485,251.820633,62.159039,3
4935,'2019/09/24 11:31:26:593',47,348.683685,269.93631,51.418499,406.83017,280.174988,63.65921,453.362427,277.900024,66.04805,499.570282,272.487671,66.815895,538.761414,268.801697,61.755642,3
4936,'2019/09/24 11:31:26:644',47,349.305634,282.964905,50.960728,406.660828,294.494873,63.271553,453.477295,292.994446,65.659058,499.295898,288.660522,66.362663,538.765198,285.025513,61.33046,3
4937,'2019/09/24 11:31:26:693',47,346.604126,299.652222,50.288578,402.747437,312.585266,62.661987,449.362335,311.98822,65.052872,494.300293,308.815399,65.716621,534.481445,304.628235,60.778961,3
4938,'2019/09/24 11:31:26:745',47,343.032684,313.35791,49.8908,398.508942,327.310242,62.310341,444.593811,327.121277,64.72525,489.387939,324.084167,65.378128,529.583374,319.894867,60.486214,3
4939,'2019/09/24 11:31:26:794',47,338.982849,327.642487,49.430237,393.260315,343.169861,61.848618,438.720367,343.95575,64.265327,483.51123,341.454193,64.899826,523.95636,337.297119,60.068436,3
4940,'2019/09/24 11:31:26:844',47,335.593628,340.000549,49.031116,389.707947,356.494049,61.466736,434.551849,357.938721,63.852592,479.278381,355.584534,64.425232,519.682556,351.42157,59.624855,3
4941,'2019/09/24 11:31:26:894',47,332.558624,355.336365,48.496029,386.69339,373.610443,60.914059,430.823944,375.544373,63.255505,475.464874,373.680054,63.734165,515.916687,369.349457,58.976028,3
4942,'2019/09/24 11:31:26:944',47,331.408417,367.626343,48.290115,385.610321,390.565094,60.316017,427.960327,396.056885,62.186829,474.252777,391.210083,63.09185,514.460571,386.13443,58.345276,3
4943,'2019/09/24 11:31:26:994',47,330.515167,380.363953,48.103397,385.520599,405.915771,59.843784,426.611572,412.861908,61.330299,473.801178,404.593964,62.773632,513.478455,400.296082,57.838779,3
4944,'2019/09/24 11:31:27:045',47,329.992126,387.489716,48.19593,386.131195,413.517151,59.869225,426.62854,419.904541,61.345951,474.207153,410.806763,62.831257,513.130493,407.137573,57.793304,3
4945,'2019/09/24 11:31:27:095',47,328.034668,393.193268,48.062675,383.685394,421.315155,59.579044,422.99646,427.931458,61.013256,470.983612,419.300323,62.595596,507.552734,417.163361,57.381042,3
4946,'2019/09/24 11:31:27:144',47,325.836731,397.08197,47.769741,380.736145,426.931946,59.080055,418.381409,434.324402,60.321461,467.142761,426.318634,62.134701,501.544525,424.740143,56.83942,3
4947,'2019/09/24 11:31:27:195',47,322.726227,402.986969,47.853912,378.909698,434.271149,58.94566,414.418121,442.548859,59.709785,464.032318,433.819153,62.120724,494.164612,433.936096,56.405575,3
4948,'2019/09/24 11:31:27:244',47,321.244568,405.666901,48.034386,379.902802,438.357605,58.698601,414.003754,446.131012,59.405109,462.854736,438.253296,62.015022,490.770294,438.011353,56.193535,3
4949,'2019/09/24 11:31:27:295',47,320.37973,407.425415,48.305431,381.491943,441.143921,58.519836,414.630157,448.307037,59.181923,462.568054,441.5914,62.014282,489.165436,440.511536,56.241531,3
4950,'2019/09/24 11:31:27:345',47,320.00354,407.801422,48.666912,381.923676,442.196655,58.578945,414.715851,448.977234,59.173843,461.932098,443.193512,62.287651,487.902344,441.814148,56.517818,3
4951,'2019/09/24 11:31:27:395',47,319.083466,407.062622,49.422085,381.610748,442.278229,58.958969,414.192017,448.634583,59.584145,460.706787,443.840454,62.936615,486.27887,442.168243,57.128559,3
4952,'2019/09/24 11:31:27:444',47,317.486816,405.244598,50.370457,381.808807,441.350189,59.54512,414.352295,447.145935,60.173965,460.268036,443.419006,63.77182,485.375,441.332184,57.955738,3
4953,'2019/09/24 11:31:27:495',47,316.753204,404.486267,51.18499,381.800262,440.048218,60.402092,414.611053,445.560333,60.841843,460.512665,442.035706,64.765335,485.223999,440.333984,58.924168,3
4954,'2019/09/24 11:31:27:545',47,315.073914,403.162537,52.958626,381.976135,438.457275,61.830868,415.242737,443.575928,62.247887,460.862091,440.614075,66.3452,485.667664,437.718903,60.656521,3
4955,'2019/09/24 11:31:27:596',47,313.928223,401.23645,54.233223,380.36673,436.908966,62.90416,413.854309,441.960693,63.468773,458.822693,439.282593,67.533585,486.798584,434.713745,62.28167,3
4956,'2019/09/24 11:31:27:647',47,312.847076,399.944489,55.216923,378.417969,435.226044,63.932808,412.827759,439.6633,64.898598,456.585388,435.831543,68.848846,488.31778,431.943329,63.665901,3
4957,'2019/09/24 11:31:27:696',47,312.350525,398.878326,56.231735,376.561279,433.182373,65.184235,411.860474,438.018585,66.164391,455.28363,432.969666,70.143654,488.586182,429.941345,64.890121,3
4958,'2019/09/24 11:31:27:746',47,313.10437,398.688171,56.83123,374.649048,431.427185,66.075623,410.803192,437.253418,66.847572,454.303925,430.159607,71.036476,487.924774,429.800995,65.388672,3
4959,'2019/09/24 11:31:27:796',47,312.981506,398.112518,57.568584,373.214111,430.152496,66.9785,409.731628,435.898224,67.861717,452.852692,429.917786,71.709358,487.418793,428.42099,66.279266,3
4960,'2019/09/24 11:31:27:847',47,312.265289,397.47287,58.683285,372.015076,428.931519,68.291557,408.721252,434.084381,69.454124,451.70462,428.343567,73.000168,488.335144,424.810364,67.978607,3
4961,'2019/09/24 11:31:27:896',47,312.359039,396.559509,59.355225,371.846497,427.501648,69.084442,408.762573,432.287598,70.44606,451.571869,426.841736,73.722961,489.733826,421.85083,68.95842,3
4962,'2019/09/24 11:31:27:946',47,312.487457,395.367523,59.861435,371.626953,426.129456,69.635696,408.62558,430.814148,71.069931,451.399628,425.504822,74.245064,489.623413,420.625732,69.488411,3
4963,'2019/09/24 11:31:27:997',47,312.666748,393.429321,60.671574,371.368835,423.52533,70.593521,408.549011,428.183502,72.089714,451.330475,423.007202,75.095238,490.070129,417.89447,70.414162,3
4964,'2019/09/24 11:31:28:047',47,312.790955,392.497559,61.12989,371.473328,422.465973,71.052216,408.668762,427.077148,72.548019,451.603058,421.95697,75.493576,490.256042,416.575165,70.865517,3
4965,'2019/09/24 11:31:28:097',47,313.225098,391.351288,61.605068,371.755615,421.161407,71.511475,408.939728,425.800262,72.993156,451.96106,420.637634,75.91362,490.478241,415.327301,71.284637,3
4966,'2019/09/24 11:31:28:147',47,313.395142,390.517365,61.920029,371.783203,420.265869,71.818481,408.949219,424.960571,73.290314,452.033508,419.842529,76.188858,490.605103,414.37558,71.59346,3
4967,'2019/09/24 11:31:28:197',47,313.16156,389.581116,62.287735,371.885132,418.68045,72.278107,409.085754,423.232849,73.729675,452.384644,418.304962,76.492287,490.135834,412.960083,71.892448,3
4968,'2019/09/24 11:31:28:247',47,312.921356,387.739288,62.540459,370.982452,417.026917,72.50132,408.05719,421.914429,73.889709,451.687683,416.503784,76.746696,488.321503,412.728943,71.915848,3
4969,'2019/09/24 11:31:28:298',47,312.601196,386.114868,62.765652,370.234161,415.664886,72.815979,407.454773,420.278168,74.330925,450.808807,414.756256,77.112595,487.775177,410.963257,72.301468,3
4970,'2019/09/24 11:31:28:347',47,312.209991,382.229523,63.09853,369.294922,412.484558,73.230171,406.644165,416.914978,74.842484,450.027466,411.321167,77.590927,487.346924,406.969208,72.856583,3
4971,'2019/09/24 11:31:28:399',47,312.282135,377.717987,63.272514,369.997101,407.036224,73.660248,407.749268,410.714996,75.454895,450.582947,405.198242,77.988617,487.753143,400.899963,73.234222,3
4972,'2019/09/24 11:31:28:447',47,312.086609,371.712524,63.406555,369.662842,399.788391,74.106773,407.799713,403.378754,75.986626,450.562744,397.701385,78.376755,488.071899,393.396667,73.615204,3
4973,'2019/09/24 11:31:28:498',47,311.416748,365.972473,63.607792,368.508881,393.358032,74.518578,406.816711,396.81839,76.493767,449.539276,391.001953,78.812012,487.38858,386.821808,74.056274,3
4974,'2019/09/24 11:31:28:548',47,310.41394,357.540497,63.931435,366.85556,384.608368,75.000633,405.410309,387.722626,77.145355,448.427094,381.145264,79.482162,486.289337,377.645508,74.63678,3
4975,'2019/09/24 11:31:28:598',47,309.577362,351.316895,64.252045,366.351349,377.618591,75.492477,405.220581,380.200745,77.739975,447.888397,373.66626,79.96151,486.270111,369.145355,75.195892,3
4976,'2019/09/24 11:31:28:648',47,309.262329,342.808655,64.368279,365.955505,367.737976,75.931587,405.354858,369.894257,78.256561,447.727997,362.560669,80.414291,486.174438,358.876953,75.498718,3
4977,'2019/09/24 11:31:28:698',47,309.313934,335.700989,64.619568,366.513367,360.159607,76.334961,406.214996,361.882446,78.660347,448.293823,354.168274,80.769081,486.885132,349.972443,75.824051,3
4978,'2019/09/24 11:31:28:748',47,308.394989,324.460419,64.904587,363.965515,349.057495,76.78051,403.481384,350.988464,79.141159,445.860718,342.131042,81.415375,485.617798,338.043518,76.463226,3
4979,'2019/09/24 11:31:28:798',47,307.593567,315.32019,65.056473,362.200684,338.201141,77.249374,401.794708,339.939087,79.670425,444.123566,331.683228,81.789719,484.640717,327.725861,76.876625,3
4980,'2019/09/24 11:31:28:848',47,307.621399,304.072937,65.393303,360.898254,325.214905,77.902901,400.85611,326.79776,80.395981,443.079895,319.417694,82.355331,484.301514,315.559875,77.485977,3
4981,'2019/09/24 11:31:28:898',47,309.289734,293.499268,65.845627,361.908905,313.008484,78.477211,402.368225,314.500732,80.978699,445.336182,307.400696,82.846741,486.267975,304.119934,77.920074,3
4982,'2019/09/24 11:31:28:949',47,311.133484,285.253876,66.365135,363.482788,303.612366,79.083549,404.437592,304.654114,81.646332,447.467194,298.299225,83.381989,488.367432,295.139771,78.445198,3
4983,'2019/09/24 11:31:28:998',47,312.600006,275.065674,66.913574,365.49234,292.037445,79.736176,407.020905,292.449097,82.341217,450.11438,286.418915,83.932953,490.752228,283.088837,78.969757,3
4984,'2019/09/24 11:31:29:049',47,314.003235,266.544037,67.492142,367.023956,282.99585,80.356262,408.780487,283.302368,82.955109,452.483063,277.361145,84.50972,493.154541,273.904785,79.534203,3
4985,'2019/09/24 11:31:29:099',47,315.701233,254.811691,67.99585,368.629822,270.243713,80.919151,410.911987,270.004578,83.573509,454.8703,264.322388,85.044815,495.31604,261.422455,80.024796,3
4986,'2019/09/24 11:31:29:149',47,316.485504,246.738968,68.169197,369.675964,261.328369,81.154755,412.630066,260.297607,83.869446,456.214691,255.038177,85.237854,496.606964,251.802475,80.217514,3
4987,'2019/09/24 11:31:29:198',47,316.901642,237.624207,68.161865,370.229553,251.256134,81.244156,413.332886,249.903168,83.938286,457.187531,243.953644,85.324005,497.659729,240.482758,80.292496,3
4988,'2019/09/24 11:31:29:249',47,316.101654,228.152527,68.465958,369.865692,240.791779,81.638863,413.08606,238.980652,84.294617,457.015198,232.22287,85.680008,497.509552,228.460907,80.625336,3
4989,'2019/09/24 11:31:29:299',47,314.709198,215.970154,68.625328,369.042297,227.607605,81.92643,412.472809,225.451508,84.511223,456.597961,218.225006,85.861794,497.094025,214.691284,80.752846,3
4990,'2019/09/24 11:31:29:349',47,313.305939,205.873596,68.668343,368.658966,216.66925,82.022827,412.087921,214.524292,84.438789,457.117767,203.543121,85.945381,496.781464,202.252014,80.734009,3
4991,'2019/09/24 11:31:29:401',47,311.982666,197.627228,68.62719,367.730133,208.230652,81.999123,411.358185,205.854584,84.352364,456.469604,194.110809,85.905365,496.257141,192.996094,80.649002,3
4992,'2019/09/24 11:31:29:450',47,311.793182,187.987946,68.262756,367.050171,198.161621,81.636246,411.04718,195.444061,84.022491,456.575195,181.593964,85.650482,496.328003,181.776428,80.351234,3
4993,'2019/09/24 11:31:29:503',47,311.569611,180.931274,68.084,366.870239,190.691071,81.453979,411.096039,187.729767,83.849724,458.351563,170.702301,85.495125,496.545563,173.621002,80.153473,3
4994,'2019/09/24 11:31:29:549',47,310.987915,173.623138,68.227432,366.686249,182.792145,81.549942,411.026794,179.523224,83.910774,458.825989,160.658875,85.606262,496.376099,163.989868,80.235748,3
4995,'2019/09/24 11:31:29:600',47,310.711945,167.017395,68.42038,368.071411,175.902832,81.666794,412.571045,172.795532,83.882072,460.721802,151.813965,85.58316,497.751678,156.332214,80.14949,3
4996,'2019/09/24 11:31:29:650',47,309.671326,160.283813,68.297104,365.496338,169.175232,81.568306,410.20105,166.478729,83.814346,458.599976,142.870239,85.688843,496.729919,148.382568,80.317406,3
4997,'2019/09/24 11:31:29:701',47,308.872986,154.08078,67.958023,364.35434,163.336121,81.134521,409.258911,160.858154,83.386719,455.494293,134.237274,85.375687,496.009766,141.368011,80.036171,3
4998,'2019/09/24 11:31:29:751',47,306.34079,146.58194,68.630104,363.350037,155.140259,81.743027,408.224854,152.871429,83.770981,449.963409,123.319946,85.850723,494.360962,131.307892,80.509125,3
4999,'2019/09/24 11:31:29:800',47,304.511871,139.878601,68.428436,360.868988,148.025452,81.501541,405.724762,146.041718,83.559891,447.374573,116.72522,85.687653,492.449554,124.250793,80.362434,3
5000,'2019/09/24 11:31:29:852',47,301.161011,131.091675,68.468201,356.980011,138.107666,81.440208,401.233429,135.826233,83.622025,441.462891,106.758301,85.719116,488.668152,114.035309,80.46711,3
5001,'2019/09/24 11:31:29:900',47,298.787109,125.542389,68.533012,355.568939,131.635223,81.382935,399.786194,128.827637,83.545135,439.765259,99.312988,85.59536,486.655853,106.512085,80.331139,3
5002,'2019/09/24 11:31:29:951',47,295.85318,119.77179,68.723656,353.791077,125.24118,81.412964,397.97229,122.204834,83.562309,440.480591,92.54541,85.575363,484.915741,100.019531,80.296173,3
5003,'2019/09/24 11:31:30:000',47,293.103638,115.745209,68.577522,349.758545,120.479797,81.138382,393.807556,117.873657,83.343872,437.039886,88.442932,85.468536,481.861542,96.093781,80.263992,3
5004,'2019/09/24 11:31:30:051',47,291.304871,114.228363,68.826584,347.243896,118.703308,81.210678,391.125244,116.31366,83.470787,431.171265,87.641083,85.749573,479.627716,94.546997,80.555122,3
5005,'2019/09/24 11:31:30:101',47,290.655518,112.514862,69.392723,348.108795,117.198425,81.623276,391.812042,114.630249,83.82338,429.996948,83.33078,85.942459,480.154755,92.578735,80.825058,3
5006,'2019/09/24 11:31:30:151',47,290.592529,112.193634,70.10231,348.333893,116.342377,82.238449,392.039581,113.585693,84.44516,430.689148,83.988373,86.655319,479.891907,91.878235,81.470413,3
5007,'2019/09/24 11:31:30:201',47,290.955292,111.748413,70.530228,347.714966,115.659515,82.633163,391.156952,113.180267,84.916107,431.61615,84.66864,87.277748,479.702393,91.418365,82.100372,3
5008,'2019/09/24 11:31:30:251',47,290.783722,111.361145,71.376373,346.707794,115.28714,83.528488,389.844391,112.740753,85.854584,430.515259,84.225189,88.278198,478.941437,90.886993,83.153305,3
5009,'2019/09/24 11:31:30:302',47,289.257996,110.381744,73.071114,346.079102,115.211975,85.237701,388.891327,113.645477,87.445084,430.458557,84.448303,89.995117,478.376099,90.534088,84.799332,3
5010,'2019/09/24 11:31:30:351',47,289.520508,111.729706,74.101494,348.288452,116.696198,86.225296,391.149506,114.601227,88.390694,434.023529,84.859406,90.865807,479.451874,90.594055,85.559525,3
5011,'2019/09/24 11:31:30:401',47,288.662689,111.384338,75.111206,345.377563,116.041321,87.327812,388.369476,113.396606,89.728676,432.069061,85.703491,92.125397,477.301086,91.697144,86.905975,3
5012,'2019/09/24 11:31:30:452',47,285.871338,112.148346,76.957169,341.72525,117.678436,89.331856,384.489075,114.930786,91.81189,428.525848,87.609161,94.210251,474.023682,93.742249,89.038544,3
5013,'2019/09/24 11:31:30:502',47,284.30011,113.16684,79.201691,340.83197,120.55304,91.532997,383.730255,118.257538,93.986542,421.009888,90.861786,96.335457,473.93692,97.951508,91.228867,3
5014,'2019/09/24 11:31:30:552',47,281.967529,116.634033,81.171036,338.898804,124.616974,93.552711,381.722992,122.490234,95.962387,418.139282,95.56665,98.405251,471.071198,102.155426,93.282761,3
5015,'2019/09/24 11:31:30:603',47,281.253479,121.987366,82.821426,338.799866,130.098663,95.17038,381.743195,128.20697,97.510284,410.030518,103.853882,99.979004,470.317322,107.037323,94.904816,3
5016,'2019/09/24 11:31:30:652',47,280.594177,126.622589,84.333534,338.484344,135.330872,96.739136,381.843109,132.824615,99.14093,406.825806,109.752563,101.558067,469.091461,112.162933,96.487167,3
5017,'2019/09/24 11:31:30:703',47,280.54303,129.293579,85.015015,336.176605,137.637634,97.430145,379.847351,135.52832,99.929276,407.642212,112.556183,102.492981,467.34198,115.703827,97.468735,3
5018,'2019/09/24 11:31:30:752',47,280.948303,132.021179,85.944153,336.582428,140.024353,98.341934,380.654602,137.607117,100.873695,414.052826,114.890869,103.537247,467.592102,117.776459,98.401802,3
5019,'2019/09/24 11:31:30:803',47,281.421967,133.164825,86.645065,336.767181,140.765869,99.059036,380.908081,138.178802,101.581169,415.33786,115.191376,104.291794,467.365997,118.640137,99.157852,3
5020,'2019/09/24 11:31:30:853',47,283.452454,133.108002,87.223877,339.149292,140.453339,99.561279,383.394592,138.311646,101.929016,418.831085,114.272705,104.78759,469.899048,118.246643,99.61026,3
5021,'2019/09/24 11:31:30:906',47,285.891296,130.864227,87.776314,340.895508,138.776886,100.061737,385.033356,136.741913,102.50058,421.834259,113.101868,105.540344,471.828979,116.305237,100.376694,3
5022,'2019/09/24 11:31:30:953',47,287.560883,130.434662,87.810944,343.545502,138.30661,99.961655,388.152618,135.488312,102.450134,429.924774,110.048431,105.443169,474.455383,115.185822,100.200806,3
5023,'2019/09/24 11:31:31:003',47,289.700043,129.087067,87.692688,345.362976,136.82251,99.816605,390.420654,133.105713,102.429077,435.659485,109.573425,105.327438,476.6138,113.88028,100.036613,3
5024,'2019/09/24 11:31:31:054',47,291.426727,127.742371,87.460899,346.241119,134.424194,99.608078,391.471863,130.525391,102.244232,434.733612,106.781372,105.086899,477.356537,111.530823,99.841125,3
5025,'2019/09/24 11:31:31:103',47,292.555084,125.374634,87.275833,347.420654,131.557281,99.425873,392.749298,127.34259,102.077179,435.450409,104.302826,104.831238,478.601776,108.546143,99.573242,3
5026,'2019/09/24 11:31:31:154',47,293.228668,122.428192,86.916763,347.902893,127.988586,99.11441,393.338715,123.738403,101.745094,437.336487,100.388916,104.449158,479.21814,104.835632,99.194633,3
5027,'2019/09/24 11:31:31:203',47,293.669037,118.483185,86.730743,348.383759,124.088715,98.896027,393.867584,119.393127,101.540543,441.454041,94.431793,104.121033,480.039642,101.100464,98.914108,3
5028,'2019/09/24 11:31:31:254',47,293.814484,115.758728,86.401428,347.608215,121.315857,98.584564,392.806366,116.876862,101.278397,436.883148,92.882935,103.954193,479.410614,98.301392,98.787018,3
5029,'2019/09/24 11:31:31:303',47,292.762268,112.500702,86.583359,346.993896,119.114471,98.74929,392.095825,114.747681,101.441223,430.651062,91.851227,104.080994,479.662415,97.136719,98.972122,3
5030,'2019/09/24 11:31:31:353',47,292.328613,111.003235,86.706032,348.128479,119.334961,98.785789,392.678345,115.290863,101.390717,427.958374,91.855286,104.084488,480.468689,97.55777,99.006554,3
5031,'2019/09/24 11:31:31:403',47,292.898071,112.141449,86.719986,350.192352,121.101929,98.689171,394.376648,117.766235,101.153885,429.3909,93.569336,103.992294,481.882141,98.060944,98.842339,3
5032,'2019/09/24 11:31:31:454',47,294.955597,114.667053,86.765526,354.186829,122.142578,98.502243,398.55368,118.276367,100.904526,437.099365,92.840027,103.564056,484.849518,99.532013,98.353378,3
5033,'2019/09/24 11:31:31:504',47,298.751343,119.827637,86.458893,356.542358,127.503235,97.901154,400.736267,123.26358,100.534409,439.292297,98.762634,103.290291,487.559601,104.534576,98.088112,3
5034,'2019/09/24 11:31:31:554',47,302.600647,123.960785,86.1539,359.519073,132.025146,97.611069,403.777832,127.9617,100.276077,442.311707,103.765717,103.085419,491.111755,109.318237,97.900078,3
