@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 {0,1,2,3,4,5,6}

@data
328,'2019/09/24 12:26:17:048',3,472.567566,257.267639,28.875231,492.650452,248.826981,45.612473,547.872681,247.992157,48.943348,597.922058,244.37973,47.781738,645.981567,246.5392,43.346703,2
329,'2019/09/24 12:26:17:098',3,454.033478,261.618469,29.078396,471.710999,254.964401,45.857574,525.94812,253.961472,49.298264,576.135864,250.310837,48.27924,624.813538,251.796112,43.95718,2
330,'2019/09/24 12:26:17:147',3,438.736664,264.970947,29.060532,454.370789,258.333527,45.837708,507.551575,257.271667,49.354557,557.932739,253.56308,48.457485,607.245972,254.790131,44.264557,2
331,'2019/09/24 12:26:17:198',3,425.772888,267.294159,29.247547,440.142181,261.063721,46.024784,492.410126,260.194153,49.583488,542.987061,256.370026,48.782162,592.555664,257.531738,44.667,2
332,'2019/09/24 12:26:17:248',3,420.906128,267.480347,29.468216,435.138245,261.520355,46.207077,487.274658,260.527771,49.760899,537.836731,256.579041,48.963367,587.412537,257.556763,44.84552,2
333,'2019/09/24 12:26:17:298',3,419.285736,266.230621,29.745373,433.003815,260.770142,46.475895,485.004303,259.728943,50.06995,535.553711,255.66478,49.297787,585.220703,256.431213,45.196129,2
334,'2019/09/24 12:26:17:348',3,419.377991,262.862976,30.292868,433.076477,257.926239,47.091949,484.849884,257.000671,50.679951,535.49585,252.821884,49.93161,585.076355,253.360001,45.818676,2
335,'2019/09/24 12:26:17:397',3,421.414551,258.535065,30.642622,435.720581,253.372314,47.527344,487.28598,252.151489,51.096603,537.902283,248.160721,50.298794,587.566833,248.185272,46.162041,2
336,'2019/09/24 12:26:17:451',3,423.544037,251.526321,31.166946,438.654541,246.068115,48.075279,490.199463,244.633728,51.621033,540.901733,240.240662,50.804493,590.590698,240.134674,46.635956,2
337,'2019/09/24 12:26:17:516',3,422.465576,239.251495,31.98559,438.774933,232.011292,48.908646,490.487793,229.198547,52.440247,541.150818,225.701477,51.51857,590.613037,226.184326,47.291199,2
338,'2019/09/24 12:26:17:567',3,420.309723,227.053162,32.270218,436.492188,217.355865,49.208599,488.318237,213.884521,52.751316,538.894897,211.347778,51.796989,588.365601,212.296326,47.570911,2
339,'2019/09/24 12:26:17:615',3,417.506012,210.797607,32.36462,433.366272,198.808411,49.275658,485.150513,195.557434,52.834496,535.903931,192.816803,51.905449,585.318542,195.340546,47.707867,2
340,'2019/09/24 12:26:17:664',3,414.344543,190.537872,32.08741,430.513,175.809479,48.868893,482.407043,171.74881,52.408791,533.276611,169.580292,51.441628,582.43512,173.541962,47.279366,2
341,'2019/09/24 12:26:17:714',3,412.80072,174.954926,32.24292,428.844391,158.828094,49.044197,480.558655,153.965424,52.540821,531.372192,151.156677,51.523563,580.529114,155.098755,47.368629,2
342,'2019/09/24 12:26:17:766',3,412.158203,159.609436,31.947702,429.358643,142.305695,48.719948,481.284149,136.381622,52.091522,532.180237,132.505371,50.941818,580.858704,137.241119,46.754074,2
343,'2019/09/24 12:26:17:817',3,412.56189,139.797302,31.665722,430.569519,122.349976,48.378616,482.63681,116.860596,51.735764,534.235901,111.651764,50.528805,582.330444,118.190399,46.38657,2
344,'2019/09/24 12:26:17:867',3,412.745392,123.716187,31.573364,432.0289,103.246857,47.936928,484.004272,97.961395,51.190071,536.371399,91.884094,49.891056,583.751892,100.687042,45.839371,2
345,'2019/09/24 12:26:17:915',3,413.539124,109.272003,30.949631,433.209045,86.481384,47.01413,484.839722,80.956604,50.201958,537.833801,73.215363,48.779236,584.867676,83.909271,44.827847,2
346,'2019/09/24 12:26:17:967',3,413.166168,96.110535,30.580523,432.417847,69.910553,45.935982,483.558594,61.976532,48.997219,536.72052,55.018738,47.513866,583.760498,66.145203,43.620491,2
347,'2019/09/24 12:26:18:018',3,410.447235,79.209534,29.539778,429.088562,50.738159,44.520031,480.319397,43.840942,47.700241,534.603333,39.005768,46.354485,580.869629,52.16922,42.726486,2
348,'2019/09/24 12:26:18:069',3,412.301331,70.62204,28.453739,430.015778,41.646942,43.293289,481.01297,34.385254,46.392113,534.241394,28.845551,44.975582,581.418579,40.623596,41.243626,2
349,'2019/09/24 12:26:18:117',3,412.299194,66.769073,28.085011,429.740112,38.052521,42.967072,480.319916,30.956329,46.031559,532.578003,25.634827,44.636341,581.085205,35.354797,40.844063,2
350,'2019/09/24 12:26:18:169',3,410.060944,62.911285,27.365227,430.669586,35.926453,42.404575,480.409363,28.606476,45.382755,533.247009,21.997589,43.965229,581.387573,32.446991,40.211975,2
351,'2019/09/24 12:26:18:217',3,405.429077,62.482819,26.805918,433.436279,37.913361,42.203178,483.183105,31.936829,45.085224,536.302612,25.336945,43.59016,583.84906,35.899994,39.800926,2
352,'2019/09/24 12:26:18:267',3,405.124207,83.660095,26.783424,436.471619,66.620087,42.975197,485.947571,62.257904,46.126053,538.738403,56.759735,44.947094,586.283203,65.848755,41.028507,2
353,'2019/09/24 12:26:18:317',3,402.999146,107.573547,27.647491,440.467133,93.042786,44.200363,490.175903,89.108185,47.343094,542.480469,82.853058,46.134689,589.359253,91.977539,42.109131,2
354,'2019/09/24 12:26:18:368',3,401.988159,138.652405,28.998398,442.267792,126.225616,45.734207,492.202332,122.790375,48.882961,543.729004,116.222412,47.689121,590.393921,124.507172,43.536926,2
355,'2019/09/24 12:26:18:417',3,401.731415,171.297516,30.205107,445.610901,162.26297,47.136879,495.873718,159.331573,50.270603,546.771545,153.144989,49.105377,593.480103,159.173187,44.779331,2
356,'2019/09/24 12:26:18:467',3,400.623138,212.320862,31.518396,447.895569,207.484497,48.597515,498.344177,205.516327,51.751965,548.930542,200.442902,50.65353,595.457092,204.120697,46.221081,2
357,'2019/09/24 12:26:18:518',3,397.768311,236.464813,31.929523,447.129944,233.798096,49.023487,497.504181,232.902466,52.23349,548.025391,228.888,51.219574,594.822021,231.446472,46.786785,2
358,'2019/09/24 12:26:18:566',3,390.692627,275.40976,32.435577,441.036713,275.972839,49.50919,491.519226,276.472778,52.790871,541.90332,273.472839,51.849361,589.016174,275.006042,47.433605,2
359,'2019/09/24 12:26:18:618',3,385.704926,303.139709,32.545532,436.971619,306.635132,49.565624,487.477631,308.223877,52.857059,537.884949,305.266724,51.972622,585.06543,306.364075,47.561371,2
360,'2019/09/24 12:26:18:668',3,382.878265,328.071045,32.357822,434.403473,334.298279,49.301994,484.816772,336.043427,52.622284,535.097473,333.047058,51.800087,582.659302,333.222046,47.416298,2
361,'2019/09/24 12:26:18:717',3,380.820892,345.161621,32.6287,433.865143,351.654358,49.587921,484.141998,353.723022,52.815346,534.27124,350.534668,52.009071,581.828857,350.00351,47.656036,2
362,'2019/09/24 12:26:18:768',3,379.007233,363.55426,32.216156,432.696686,374.650665,49.146572,482.328186,377.6492,52.328522,532.410583,374.05307,51.696037,580.30896,372.559662,47.423153,2
363,'2019/09/24 12:26:18:818',3,376.913483,375.69754,31.906956,431.442596,391.145386,48.837196,480.551697,394.332123,52.026222,530.75769,389.774628,51.591576,579.050415,386.983643,47.390057,2
364,'2019/09/24 12:26:18:869',3,373.73584,386.858124,31.640751,431.836578,405.161743,48.27401,481.173431,408.752502,51.279774,531.650146,404.005035,50.802799,579.635681,401.232422,46.474598,2
365,'2019/09/24 12:26:18:918',3,375.658173,393.580566,31.068985,433.844574,413.340424,47.591507,483.280975,416.684937,50.664005,533.827637,412.186096,50.190853,582.05249,409.649994,45.843803,2
366,'2019/09/24 12:26:18:969',3,377.734497,399.945221,30.745024,436.821533,420.889008,47.151474,486.247925,424.072723,50.241268,536.649414,419.588867,49.779102,585.080322,416.81189,45.452759,2
367,'2019/09/24 12:26:19:021',3,379.151764,403.569153,30.45052,439.089966,426.755798,46.717102,488.443726,430.226624,49.822903,538.945313,425.437592,49.436909,587.581482,422.051514,45.157093,2
368,'2019/09/24 12:26:19:069',3,380.202179,404.600159,30.363195,441.018555,428.882996,46.551033,490.49234,432.292419,49.699577,540.998352,427.505951,49.308743,589.80658,423.939514,45.038811,2
369,'2019/09/24 12:26:19:118',3,385.307861,398.866638,30.52714,446.982697,422.993408,46.686424,496.655945,426.489624,49.836689,547.464844,421.93457,49.383934,596.958679,418.56012,45.104916,2
370,'2019/09/24 12:26:19:168',3,389.092072,387.742737,31.193148,452.807831,408.566406,47.556969,502.877655,411.088379,50.698399,553.705444,405.914276,50.164925,603.002991,402.719757,45.816875,2
371,'2019/09/24 12:26:19:221',3,391.235382,367.652832,31.584734,455.247284,386.661255,48.109108,505.633423,388.517029,51.305058,556.869934,383.06543,50.744602,605.732422,380.44223,46.334984,2
372,'2019/09/24 12:26:19:270',3,392.564392,346.130066,31.79738,457.333771,359.691467,48.939495,507.740234,359.760071,52.155479,558.752319,353.719452,51.491352,607.490479,351.750153,47.082245,2
373,'2019/09/24 12:26:19:321',3,392.374542,318.453003,31.399385,455.86499,329.123901,48.697716,506.901245,328.333679,51.988213,557.79657,323.098358,51.182552,606.499817,322.139099,46.755463,2
374,'2019/09/24 12:26:19:372',3,392.260193,288.181335,30.806904,453.393951,295.076721,48.349468,504.901672,293.035065,51.779472,555.748047,288.31665,50.889713,604.508972,288.267914,46.48238,2
375,'2019/09/24 12:26:19:424',3,390.235474,259.403503,30.401197,451.670074,263.027405,48.070049,503.729553,260.095184,51.484745,554.617493,256.417938,50.427292,603.252197,257.078308,45.989723,2
376,'2019/09/24 12:26:19:471',3,389.43277,220.679047,29.070486,449.469574,219.079071,46.976364,501.035034,215.905365,50.364914,552.307739,211.666534,49.355682,600.883423,213.663269,44.954079,2
377,'2019/09/24 12:26:19:524',3,388.940704,212.628021,28.79952,449.406525,209.91571,46.697739,500.999969,206.631836,50.060005,552.408813,202.655182,49.017632,600.838562,205.121979,44.613083,2
378,'2019/09/24 12:26:19:575',3,386.496033,162.226563,26.519718,446.181122,152.197235,44.296432,497.335358,147.794891,47.599621,549.057617,144.381897,46.503788,597.445129,149.228882,42.239418,2
379,'2019/09/24 12:26:19:622',3,388.074646,146.770538,25.76586,448.433899,133.431915,43.426617,499.371582,127.289246,46.598557,550.657532,122.459167,45.362202,598.874023,127.069946,41.065296,2
380,'2019/09/24 12:26:19:670',3,387.387451,112.125305,23.766331,447.900879,97.801086,41.376614,499.144135,88.883789,44.445202,551.768494,83.7323,43.095387,598.342346,93.439667,38.97879,2
381,'2019/09/24 12:26:19:718',3,389.258301,95.725311,22.226727,449.974304,77.355316,39.722557,501.287842,67.042938,42.438873,554.19397,60.439636,40.734184,599.936768,72.442505,36.796608,2
382,'2019/09/24 12:26:19:771',3,390.206055,80.284973,20.702679,449.653717,60.478455,38.264252,501.196747,50.003479,40.910545,553.232666,45.463745,39.186703,599.610229,57.240814,35.386375,2
383,'2019/09/24 12:26:19:820',3,390.739594,70.265961,19.378386,449.636322,48.872955,37.085014,500.654266,41.23761,39.743504,552.977539,36.124146,37.865894,598.953918,48.299103,34.16983,2
384,'2019/09/24 12:26:19:871',3,391.141449,65.877838,19.031727,449.918274,44.472046,36.904148,500.743683,36.72229,39.522724,552.522339,31.772705,37.552898,598.200378,43.698364,33.805649,2
385,'2019/09/24 12:26:19:919',3,391.766663,62.740112,18.595612,450.072449,42.480804,36.712807,500.571533,34.981445,39.394722,551.235046,32.252747,37.446033,598.177063,41.920197,33.685928,2
386,'2019/09/24 12:26:19:969',3,394.215546,65.641663,18.296825,452.488922,46.213379,36.652626,502.808258,39.97467,39.382751,552.828613,39.344879,37.45079,599.690674,48.217285,33.674767,2
387,'2019/09/24 12:26:20:024',3,398.837067,72.787689,18.120865,454.683746,57.069977,36.945122,504.205719,53.195374,39.854,555.245239,51.189148,38.007896,601.539429,61.265991,34.257172,2
388,'2019/09/24 12:26:20:073',3,403.217743,96.805603,19.384661,459.075958,85.311584,38.486767,508.63382,81.902802,41.376904,560.403076,77.065674,39.466469,605.434265,88.562286,35.624153,2
389,'2019/09/24 12:26:20:125',3,402.118469,122.851685,21.115368,459.246796,114.102142,40.223389,508.881622,110.489777,43.065536,559.638977,104.189301,41.14373,605.634216,113.114563,37.055161,2
390,'2019/09/24 12:26:20:171',3,402.199554,150.24054,22.641975,458.344086,146.617249,41.64922,507.927917,144.48587,44.67091,558.969055,138.784546,43.017826,605.259094,145.900665,38.833435,2
391,'2019/09/24 12:26:20:219',3,401.811859,191.649017,24.292839,459.536896,189.404694,42.783005,509.222595,188.157318,45.924629,560.468018,183.35318,44.460426,606.772827,189.03653,40.221344,2
392,'2019/09/24 12:26:20:271',3,402.256287,216.968384,25.189903,460.784119,216.85199,43.473312,510.508911,216.263916,46.627026,561.890381,211.721252,45.2323,608.024963,216.734802,40.923439,2
393,'2019/09/24 12:26:20:322',3,401.711578,258.909363,26.113142,459.984283,263.207336,44.14053,509.622101,263.732422,47.354511,561.047668,259.420135,46.174927,607.549133,262.506744,41.802662,2
394,'2019/09/24 12:26:20:373',3,398.728577,291.495239,26.285706,455.855255,299.900024,44.169613,505.211853,301.104492,47.461544,556.714722,296.926758,46.459816,603.58667,298.725952,42.103905,2
395,'2019/09/24 12:26:20:422',3,391.209259,320.43335,26.389215,449.178558,333.153687,44.006393,498.819,335.238342,47.261055,550.235962,331.492371,46.312538,596.865234,332.435608,41.896957,2
396,'2019/09/24 12:26:20:470',3,380.345245,350.159851,26.706404,439.140381,371.908508,43.744186,488.110046,375.553131,46.93005,539.845947,370.569336,46.329182,586.905884,369.485535,41.950066,2
397,'2019/09/24 12:26:20:520',3,375.669647,380.430328,25.580471,433.731323,403.397827,42.672279,482.190491,406.476105,45.963161,533.258789,400.449707,45.6353,581.571167,397.589355,41.471233,2
398,'2019/09/24 12:26:20:572',3,372.357361,394.958191,24.874269,427.551514,423.313934,41.556786,475.697815,427.353851,44.941315,526.873413,421.841797,44.803253,575.692749,418.306641,40.77581,2
399,'2019/09/24 12:26:20:623',3,369.61969,402.831329,25.055635,427.498596,432.457977,41.480591,475.65506,437.028931,44.69706,527.303406,431.143005,44.568302,575.727417,427.283844,40.472858,2
400,'2019/09/24 12:26:20:672',3,369.065399,405.705444,25.535162,427.731934,436.937683,41.772099,475.419373,441.861694,44.927769,527.670593,435.648224,44.897797,576.318237,431.421021,40.81741,2
401,'2019/09/24 12:26:20:720',3,370.901978,402.005798,25.698797,429.163574,432.622559,42.025047,477.506592,436.928406,45.336887,529.202515,431.077423,45.20649,577.956421,427.084381,41.125854,2
402,'2019/09/24 12:26:20:774',3,373.413666,391.770172,26.290197,430.640503,422.280731,42.729618,479.838379,425.980103,46.233322,530.913208,420.344055,46.077469,579.982056,416.118164,42.054962,2
403,'2019/09/24 12:26:20:822',3,373.479523,373.997803,27.233358,433.651489,400.75882,44.006195,483.921844,403.382629,47.492302,534.453979,397.916138,47.104301,583.036743,394.525757,42.919727,2
404,'2019/09/24 12:26:20:872',3,377.834229,356.147675,27.818338,436.252747,379.63269,45.16074,486.40625,381.239563,48.812885,536.637451,375.764343,48.456947,585.930176,372.837097,44.362915,2
405,'2019/09/24 12:26:20:923',3,381.151611,333.180725,28.375404,442.865601,346.417603,46.339935,493.722412,346.311218,49.807407,543.951294,341.467468,49.060749,592.18158,340.902863,44.782139,2
406,'2019/09/24 12:26:20:972',3,387.903809,308.345703,28.411652,450.336853,318.207275,46.301315,501.555389,317.584229,49.643444,551.643066,312.619385,48.774883,599.246399,312.766205,44.397324,2
407,'2019/09/24 12:26:21:022',3,394.557373,286.011261,29.088161,455.947845,292.544373,46.850399,507.512787,290.804535,50.19466,557.283752,287.04422,49.181435,604.732971,287.902832,44.772633,2
408,'2019/09/24 12:26:21:073',3,397.44339,271.087982,30.22245,458.785736,275.954529,47.842659,510.571442,274.426697,51.127842,560.411011,271.016052,50.052906,607.439209,272.754028,45.579815,2
409,'2019/09/24 12:26:21:122',3,401.614288,254.971909,33.185291,461.308014,256.538452,50.325661,513.057007,255.830734,53.516842,563.126709,253.444199,52.350208,609.613342,256.230896,47.818996,2
410,'2019/09/24 12:26:21:173',3,402.04953,249.647583,36.59901,459.434204,249.964798,53.414978,510.947327,249.732315,56.617245,561.301147,247.851257,55.448799,607.357971,251.060699,50.901875,2
411,'2019/09/24 12:26:21:226',3,400.7435,250.84668,40.984642,455.51236,247.918991,57.288139,506.8013,249.26799,60.368053,557.101807,246.940857,59.179569,602.912109,249.762741,54.585892,2
412,'2019/09/24 12:26:21:274',3,401.796692,257.642639,46.192787,451.647247,244.545074,61.388512,503.109833,246.144119,64.30603,553.095398,243.392883,62.963551,598.506897,245.785385,58.248215,2
413,'2019/09/24 12:26:21:325',3,399.213745,254.887833,50.543045,443.976013,235.86203,65.116486,494.770355,238.610321,68.098183,544.779175,237.17511,66.782791,590.404663,241.043915,62.088894,2
414,'2019/09/24 12:26:21:373',3,392.861633,248.183792,55.292183,436.073456,227.647675,69.584122,486.102081,232.04422,72.63044,536.334595,230.995453,71.413666,580.962769,237.154877,66.735527,2
415,'2019/09/24 12:26:21:424',3,391.935608,247.1698,58.415421,434.860138,226.386505,72.586319,484.96283,230.93042,75.5728,535.248474,229.164154,74.334435,579.276062,234.882294,69.612022,2
416,'2019/09/24 12:26:21:475',3,391.678833,245.876846,60.299419,435.230591,225.460449,74.45607,485.1539,230.250641,77.408432,535.450623,228.433197,76.147331,579.325134,233.467163,71.425835,2
417,'2019/09/24 12:26:21:527',3,391.572815,243.968262,61.151562,435.583618,223.737488,75.262688,485.661194,228.072144,78.254715,535.981445,225.870453,76.968643,579.380066,231.867096,72.205063,2
418,'2019/09/24 12:26:21:576',3,392.009583,241.686188,60.950245,435.853149,221.783203,75.108452,485.887543,225.970581,78.135689,536.137817,223.620697,76.848351,579.654114,229.861176,72.091202,2
419,'2019/09/24 12:26:21:624',3,395.8862,234.269318,56.929329,437.723389,212.892883,71.120552,487.525879,215.911346,74.279053,537.73877,213.450256,73.004478,582.15448,219.636719,68.353836,2
420,'2019/09/24 12:26:21:673',3,400.022949,220.814941,50.377296,439.800049,198.46759,64.712158,489.420837,201.001862,67.968933,539.651428,198.20639,66.747032,585.130798,203.978394,62.201805,2
421,'2019/09/24 12:26:21:723',3,406.327423,207.792053,43.49754,445.426514,184.829498,57.902946,495.478119,185.986298,61.116997,545.552612,182.397888,59.804737,591.463928,187.465363,55.252281,2
422,'2019/09/24 12:26:21:774',3,412.716919,192.76947,35.028412,449.970703,170.066162,49.563026,499.808624,169.521118,52.842991,550.173584,166.041656,51.552364,596.567566,171.805603,47.087646,2
423,'2019/09/24 12:26:21:840',3,426.984985,175.975494,22.51429,464.845367,153.499664,37.217854,514.611572,152.408051,40.467754,566.013489,147.998322,39.137962,615.739746,155.023468,34.646309,2
424,'2019/09/24 12:26:21:893',3,435.824097,170.672668,16.631786,475.65683,147.028381,31.084375,526.287109,143.466431,34.176682,577.703308,139.784607,32.679359,628.588013,147.842499,28.102468,2
425,'2019/09/24 12:26:21:941',3,444.337219,156.141418,8.585285,486.286072,133.460907,22.944229,536.734924,130.455933,25.951828,589.196045,126.902069,24.410141,641.110229,136.612885,19.857334,2
426,'2019/09/24 12:26:21:992',3,451.220917,148.312866,4.116783,494.318604,125.709869,18.070915,545.075562,120.080017,20.736998,596.909058,117.675079,18.850636,649.752502,126.113556,14.255146,2
427,'2019/09/24 12:26:22:041',3,453.640808,142.371429,1.553307,494.611908,119.783203,15.701618,543.919922,114.585907,18.406769,596.214355,112.418274,16.615559,650.006104,120.804108,12.126431,2
428,'2019/09/24 12:26:22:090',3,447.26413,132.462738,0.540459,487.678802,110.742767,14.378948,536.850098,104.964355,17.029484,589.183655,104.62149,15.409355,640.333008,116.326202,11.114471,2
429,'2019/09/24 12:26:22:142',3,437.344604,126.985931,2.050678,476.022308,103.517914,15.659069,524.420105,97.865112,18.279526,576.800354,97.558136,16.806702,628.188599,109.516571,12.775734,2
430,'2019/09/24 12:26:22:191',3,420.300385,116.497711,7.941605,456.086792,94.471893,21.736967,503.685242,89.83017,24.565014,556.573669,89.031708,23.29579,607.935913,101.466064,19.399261,2
431,'2019/09/24 12:26:22:246',3,405.663239,110.627319,14.066219,441.349365,88.888123,27.875647,488.92511,84.116425,30.716976,541.884705,83.166016,29.432682,592.991455,95.606689,25.559908,2
432,'2019/09/24 12:26:22:295',3,391.766205,104.068481,20.252939,426.619019,83.635651,34.198898,474.659485,78.579102,37.103798,527.199158,77.820953,35.798882,577.890015,89.853149,31.839586,2
433,'2019/09/24 12:26:22:345',3,376.579071,100.088989,28.075132,407.582672,76.977661,41.836113,455.515778,71.148407,44.78846,508.895325,67.667145,43.528572,559.208191,80.268677,39.625999,2
434,'2019/09/24 12:26:22:394',3,370.212006,96.949249,32.372623,398.193481,73.196869,45.988728,446.224548,68.462677,49.012299,500.119751,63.763824,47.810566,549.625732,76.927979,43.871834,2
435,'2019/09/24 12:26:22:442',3,362.683594,94.28775,37.357521,389.297913,69.17511,50.824589,437.143555,63.667694,53.843094,490.541138,57.067047,52.509396,540.431213,68.994019,48.659332,2
436,'2019/09/24 12:26:22:492',3,357.686646,97.312653,41.223381,383.841827,74.756134,54.938583,432.273285,63.29892,57.994125,483.115326,59.495117,56.566635,533.708252,67.209778,52.533443,2
437,'2019/09/24 12:26:22:541',3,358.398315,99.339111,42.229965,383.155212,74.606323,55.761463,432.34314,61.325867,58.723896,482.084198,59.476349,57.317562,532.771362,66.51123,53.228374,2
438,'2019/09/24 12:26:22:591',3,358.941833,97.520386,41.828163,382.566467,73.258423,55.466576,432.004456,57.981079,58.4674,481.099426,56.996246,57.10434,532.301697,62.871887,52.96793,2
439,'2019/09/24 12:26:22:643',3,363.359894,92.374084,37.433575,383.16925,68.644775,51.443401,432.452423,53.875427,54.677856,482.447205,49.252747,53.395996,533.329956,58.236053,49.470612,2
440,'2019/09/24 12:26:22:692',3,369.753967,88.420135,31.24967,388.427765,62.887207,45.223797,436.812592,51.520264,48.463554,488.494232,40.408722,46.994972,538.869019,52.343018,43.335098,2
441,'2019/09/24 12:26:22:742',3,383.875275,87.581879,23.443491,397.793671,62.348755,37.434193,445.85321,53.444946,40.88258,497.926056,41.473175,39.617126,548.748535,53.38385,35.94278,2
442,'2019/09/24 12:26:22:792',3,394.762238,90.223328,17.469913,411.622894,61.254944,30.938107,459.853638,52.203552,34.056931,511.249634,41.590149,32.453083,561.622131,52.882202,28.737867,2
443,'2019/09/24 12:26:22:843',3,404.57309,94.750305,12.569279,420.754578,67.819092,26.374783,467.615112,64.538513,29.537468,519.609741,52.742096,28.183697,570.512817,60.907349,24.30983,2
444,'2019/09/24 12:26:22:894',3,412.64502,101.751007,9.476814,428.805542,75.46109,23.515629,476.155914,72.505035,26.539707,527.924438,64.123779,25.054501,577.318237,73.045349,21.066502,2
445,'2019/09/24 12:26:22:945',3,416.644592,108.494751,8.456329,432.862335,84.229706,22.997784,480.62558,81.10199,25.990385,532.994385,74.106018,24.453661,581.899536,85.151855,20.513872,2
446,'2019/09/24 12:26:22:999',3,419.963684,120.377472,11.191746,435.88681,96.714691,25.865709,483.849945,92.951477,28.823719,536.055359,85.714264,27.244539,585.263306,97.062042,23.268833,2
447,'2019/09/24 12:26:23:046',3,419.602509,129.690552,15.655697,436.954193,108.814514,30.59239,485.310455,106.358459,33.533161,537.608704,99.022034,32.000351,586.416931,109.497467,27.803673,2
448,'2019/09/24 12:26:23:094',3,417.678162,148.689667,26.040163,439.521149,126.78421,40.853592,488.727386,124.489807,43.780827,541.2547,118.577271,42.222767,589.080017,129.180725,37.920807,2
449,'2019/09/24 12:26:23:143',3,416.917969,161.879425,34.253918,446.619232,141.24411,49.011288,497.378845,139.890686,51.771255,550.303101,135.774841,49.993603,595.054688,147.281006,45.389606,2
450,'2019/09/24 12:26:23:226',3,415.989807,167.727814,38.330635,447.752716,148.509644,53.188091,498.692627,148.09848,55.924255,552.169739,144.518433,54.152924,595.860474,156.287964,49.465225,2
451,'2019/09/24 12:26:23:283',3,409.68338,190.468048,46.90097,445.626038,172.507965,61.84153,496.625732,173.456848,64.443344,550.550171,170.363159,62.586189,593.013611,182.004517,57.755856,2
452,'2019/09/24 12:26:23:330',3,402.240936,196.848511,46.896603,436.380951,180.166229,62.080536,486.840363,181.237213,64.808876,541.197754,178.58252,63.059189,584.35321,189.657013,58.263794,2
453,'2019/09/24 12:26:23:379',3,397.390015,194.722809,40.719028,426.246399,178.426331,56.310276,476.378357,177.531921,59.22641,530.825378,174.314789,57.587975,575.669312,184.347473,52.896946,2
454,'2019/09/24 12:26:23:430',3,395.686737,187.963623,30.799726,422.978149,169.743256,46.435863,473.218597,167.460419,49.297493,527.822021,164.164154,47.585224,572.455933,174.665192,42.937958,2
455,'2019/09/24 12:26:23:478',3,401.272675,186.661346,22.494576,425.143585,170.979401,38.644611,474.889801,168.298676,41.584911,529.448853,163.454773,39.978867,575.357849,172.325867,35.309532,2
456,'2019/09/24 12:26:23:528',3,405.944763,190.281281,15.788399,431.190613,174.716949,32.151108,481.250488,172.824097,34.991192,535.918945,167.14798,33.314556,581.308289,176.381012,28.635609,2
457,'2019/09/24 12:26:23:579',3,410.355713,195.203857,12.922417,436.265778,180.059937,29.267784,486.244202,179.486786,32.064911,541.743774,173.376251,30.401031,586.311035,183.548889,25.777752,2
458,'2019/09/24 12:26:23:628',3,415.877136,206.302002,14.148384,443.182312,191.696655,30.339725,493.56424,191.662415,33.073593,549.30957,185.603088,31.333654,593.033997,196.200073,26.738749,2
459,'2019/09/24 12:26:23:677',3,423.832672,224.629059,22.192209,453.098816,215.215546,38.441414,503.866272,216.106964,41.106636,559.705811,210.383423,39.388973,602.380859,220.226624,34.575958,2
460,'2019/09/24 12:26:23:728',3,426.894775,241.629333,30.756887,456.381989,232.654327,46.87709,507.113983,234.137512,49.558876,562.996399,229.30954,47.86356,605.337402,239.025024,43.017593,2
461,'2019/09/24 12:26:23:779',3,427.341644,259.405823,39.238449,456.530975,250.214966,55.144855,507.05957,251.928635,57.850449,562.788208,247.630325,56.15593,605.063354,256.873901,51.257038,2
462,'2019/09/24 12:26:23:830',3,430.682343,277.624115,46.657063,463.673401,268.843811,62.410988,515.045227,270.284241,64.95153,569.944214,266.679626,62.990799,610.352966,275.550659,57.845619,2
463,'2019/09/24 12:26:23:879',3,435.526215,293.184265,51.25164,469.349365,285.702728,67.011368,521.49292,286.377808,69.575027,576.02655,283.939117,67.522789,615.390808,292.341919,62.174305,2
464,'2019/09/24 12:26:23:928',3,436.667389,296.461029,52.114574,469.792999,287.969299,67.671104,521.806335,289.109558,70.286621,576.55188,287.714539,68.27877,615.530518,296.970215,62.907398,2
465,'2019/09/24 12:26:23:983',3,430.305237,293.979279,49.479946,458.228455,283.899292,65.297272,509.017975,285.327728,68.145233,564.12915,284.10379,66.410553,605.046265,293.506378,61.253597,2
466,'2019/09/24 12:26:24:029',3,417.947174,284.307861,42.990841,438.229919,272.512512,59.260612,487.907776,273.922302,62.420994,543.391968,273.205414,61.013611,586.012329,283.138428,56.154503,2
467,'2019/09/24 12:26:24:079',3,408.397888,273.981873,34.610157,423.000824,259.834259,51.202358,472.15686,260.426727,54.563248,527.932251,259.428619,53.374844,571.466431,269.833221,48.76326,2
468,'2019/09/24 12:26:24:130',3,401.272858,264.374329,25.131948,415.178558,251.974335,42.100861,464.444946,252.39241,45.424667,520.082581,250.414505,44.236946,563.962219,259.888611,39.583012,2
